501  11
1.515 1.52
C	b0	maxLength	maxGain	maxGain[dB]
0.0194	1.51885	125.453	58.0681	4239
0.0195	1.51885	124.81	58.1325	4240
0.0196	1.51885	124.173	58.1966	4241
0.0197	1.51885	123.543	58.2616	4242
0.0198	1.51885	122.919	58.3286	4243
0.0199	1.51885	122.301	58.3987	4244
0.02	1.51885	121.69	58.4731	4245
0.019	1.51886	128.093	57.7562	4246
0.0191	1.51886	127.423	57.8176	4247
0.0192	1.51886	126.759	57.8777	4248
0.0193	1.51886	126.103	57.9376	4249
0.0194	1.51886	125.453	58.0004	4250
0.0195	1.51886	124.81	58.0643	4251
0.0196	1.51886	124.173	58.1279	4252
0.0197	1.51886	123.543	58.1923	4253
0.0198	1.51886	122.919	58.2589	4254
0.0199	1.51886	122.301	58.3284	4255
0.02	1.51886	121.69	58.4022	4256
0.019	1.51887	128.093	57.6909	4257
0.0191	1.51887	127.423	57.7518	4258
0.0192	1.51887	126.759	57.8116	4259
0.0193	1.51887	126.103	57.8709	4260
0.0194	1.51887	125.453	57.9332	4261
0.0195	1.51887	124.809	57.9967	4262
0.0196	1.51887	124.173	58.0598	4263
0.0197	1.51887	123.543	58.1237	4264
0.0198	1.51887	122.919	58.1897	4265
0.0199	1.51887	122.301	58.2587	4266
0.02	1.51887	121.69	58.3318	4267
0.019	1.51888	128.093	57.6261	4268
0.0191	1.51888	127.423	57.6865	4269
0.0192	1.51888	126.759	57.7459	4270
0.0193	1.51888	126.102	57.8048	4271
0.0194	1.51888	125.452	57.8665	4272
0.0195	1.51888	124.809	57.9296	4273
0.0196	1.51888	124.173	57.9921	4274
0.0197	1.51888	123.542	58.0556	4275
0.0198	1.51888	122.919	58.121	4276
0.0199	1.51888	122.301	58.1896	4277
0.02	1.51888	121.69	58.262	4278
0.019	1.51889	128.093	57.5618	4279
0.0191	1.51889	127.422	57.6217	4280
0.0192	1.51889	126.759	57.6807	4281
0.0193	1.51889	126.102	57.7392	4282
0.0194	1.51889	125.452	57.8005	4283
0.0195	1.51889	124.809	57.863	4284
0.0196	1.51889	124.172	57.925	4285
0.0197	1.51889	123.542	57.988	4286
0.0198	1.51889	122.918	58.0529	4287
0.0199	1.51889	122.301	58.1209	4288
0.02	1.51889	121.689	58.1928	4289
0.019	1.5189	128.093	57.498	4290
0.0191	1.5189	127.422	57.5575	4291
0.0192	1.5189	126.759	57.6159	4292
0.0193	1.5189	126.102	57.674	4293
0.0194	1.5189	125.452	57.7349	4294
0.0195	1.5189	124.809	57.797	4295
0.0196	1.5189	124.172	57.8585	4296
0.0197	1.5189	123.542	57.921	4297
0.0198	1.5189	122.918	57.9854	4298
0.0199	1.5189	122.301	58.0528	4299
0.02	1.5189	121.689	58.1242	4300
0.019	1.51891	128.093	57.4346	4301
0.0191	1.51891	127.422	57.4937	4302
0.0192	1.51891	126.759	57.5516	4303
0.0193	1.51891	126.102	57.6094	4304
0.0194	1.51891	125.452	57.6698	4305
0.0195	1.51891	124.809	57.7314	4306
0.0196	1.51891	124.172	57.7925	4307
0.0197	1.51891	123.542	57.8545	4308
0.0198	1.51891	122.918	57.9184	4309
0.0199	1.51891	122.301	57.9852	4310
0.02	1.51891	121.689	58.0562	4311
0.019	1.51892	128.093	57.3716	4312
0.0191	1.51892	127.422	57.4303	4313
0.0192	1.51892	126.758	57.4878	4314
0.0193	1.51892	126.102	57.5452	4315
0.0194	1.51892	125.452	57.6051	4316
0.0195	1.51892	124.809	57.6662	4317
0.0196	1.51892	124.172	57.7269	4318
0.0197	1.51892	123.542	57.7885	4319
0.0198	1.51892	122.918	57.8519	4320
0.0199	1.51892	122.3	57.9182	4321
0.02	1.51892	121.689	57.9886	4322
0.019	1.51893	128.092	57.3091	4323
0.0191	1.51893	127.422	57.3674	4324
0.0192	1.51893	126.758	57.4245	4325
0.0193	1.51893	126.102	57.4814	4326
0.0194	1.51893	125.452	57.5409	4327
0.0195	1.51893	124.809	57.6016	4328
0.0196	1.51893	124.172	57.6619	4329
0.0197	1.51893	123.542	57.7229	4330
0.0198	1.51893	122.918	57.7859	4331
0.0199	1.51893	122.3	57.8517	4332
0.02	1.51893	121.689	57.9216	4333
0.019	1.51894	128.092	57.2472	4334
0.0191	1.51894	127.422	57.305	4335
0.0192	1.51894	126.758	57.3617	4336
0.0193	1.51894	126.102	57.4181	4337
0.0194	1.51894	125.452	57.4772	4338
0.0195	1.51894	124.808	57.5374	4339
0.0196	1.51894	124.172	57.5973	4340
0.0197	1.51894	123.542	57.6578	4341
0.0198	1.51894	122.918	57.7204	4342
0.0199	1.51894	122.3	57.7857	4343
0.02	1.51894	121.689	57.855	4344
0.019	1.51895	128.092	57.1856	4345
0.0191	1.51895	127.422	57.243	4346
0.0192	1.51895	126.758	57.2993	4347
0.0193	1.51895	126.101	57.3553	4348
0.0194	1.51895	125.452	57.4139	4349
0.0195	1.51895	124.808	57.4738	4350
0.0196	1.51895	124.172	57.5331	4351
0.0197	1.51895	123.541	57.5932	4352
0.0198	1.51895	122.918	57.6553	4353
0.0199	1.51895	122.3	57.7203	4354
0.02	1.51895	121.689	57.7889	4355
0.019	1.51896	128.092	57.1244	4356
0.0191	1.51896	127.421	57.1814	4357
0.0192	1.51896	126.758	57.2374	4358
0.0193	1.51896	126.101	57.293	4359
0.0194	1.51896	125.451	57.3512	4360
0.0195	1.51896	124.808	57.4106	4361
0.0196	1.51896	124.172	57.4694	4362
0.0197	1.51896	123.541	57.5292	4363
0.0198	1.51896	122.918	57.5908	4364
0.0199	1.51896	122.3	57.6552	4365
0.02	1.51896	121.689	57.7234	4366
0.019	1.51897	128.092	57.0637	4367
0.0191	1.51897	127.421	57.1203	4368
0.0192	1.51897	126.758	57.1759	4369
0.0193	1.51897	126.101	57.2311	4370
0.0194	1.51897	125.451	57.2889	4371
0.0195	1.51897	124.808	57.3479	4372
0.0196	1.51897	124.171	57.4063	4373
0.0197	1.51897	123.541	57.4656	4374
0.0198	1.51897	122.917	57.5267	4375
0.0199	1.51897	122.3	57.5907	4376
0.02	1.51897	121.688	57.6583	4377
0.019	1.51898	128.092	57.0034	4378
0.0191	1.51898	127.421	57.0596	4379
0.0192	1.51898	126.758	57.1148	4380
0.0193	1.51898	126.101	57.1696	4381
0.0194	1.51898	125.451	57.227	4382
0.0195	1.51898	124.808	57.2856	4383
0.0196	1.51898	124.171	57.3436	4384
0.0197	1.51898	123.541	57.4025	4385
0.0198	1.51898	122.917	57.4632	4386
0.0199	1.51898	122.3	57.5266	4387
0.02	1.51898	121.688	57.5938	4388
0.019	1.51899	128.092	56.9435	4389
0.0191	1.51899	127.421	56.9994	4390
0.0192	1.51899	126.758	57.0541	4391
0.0193	1.51899	126.101	57.1086	4392
0.0194	1.51899	125.451	57.1656	4393
0.0195	1.51899	124.808	57.2237	4394
0.0196	1.51899	124.171	57.2814	4395
0.0197	1.51899	123.541	57.3398	4396
0.0198	1.51899	122.917	57.4001	4397
0.0199	1.51899	122.3	57.463	4398
0.02	1.51899	121.688	57.5298	4399
0.019	1.519	128.091	56.884	4400
0.0191	1.519	127.421	56.9395	4401
0.0192	1.519	126.757	56.9938	4402
0.0193	1.519	126.101	57.048	4403
0.0194	1.519	125.451	57.1046	4404
0.0195	1.519	124.808	57.1622	4405
0.0196	1.519	124.171	57.2195	4406
0.0197	1.519	123.541	57.2775	4407
0.0198	1.519	122.917	57.3374	4408
0.0199	1.519	122.299	57.3998	4409
0.02	1.519	121.688	57.4662	4410
0.019	1.51901	128.091	56.825	4411
0.0191	1.51901	127.421	56.8801	4412
0.0192	1.51901	126.757	56.9341	4413
0.0193	1.51901	126.101	56.9877	4414
0.0194	1.51901	125.451	57.044	4415
0.0195	1.51901	124.808	57.1012	4416
0.0196	1.51901	124.171	57.1581	4417
0.0197	1.51901	123.541	57.2157	4418
0.0198	1.51901	122.917	57.2752	4419
0.0199	1.51901	122.299	57.3372	4420
0.02	1.51901	121.688	57.403	4421
0.019	1.51902	128.091	56.7663	4422
0.0191	1.51902	127.421	56.821	4423
0.0192	1.51902	126.757	56.8747	4424
0.0193	1.51902	126.1	56.9279	4425
0.0194	1.51902	125.451	56.9838	4426
0.0195	1.51902	124.807	57.0407	4427
0.0196	1.51902	124.171	57.0972	4428
0.0197	1.51902	123.541	57.1543	4429
0.0198	1.51902	122.917	57.2134	4430
0.0199	1.51902	122.299	57.275	4431
0.02	1.51902	121.688	57.3403	4432
0.019	1.51903	128.091	56.708	4433
0.0191	1.51903	127.421	56.7623	4434
0.0192	1.51903	126.757	56.8157	4435
0.0193	1.51903	126.1	56.8686	4436
0.0194	1.51903	125.45	56.924	4437
0.0195	1.51903	124.807	56.9806	4438
0.0196	1.51903	124.171	57.0366	4439
0.0197	1.51903	123.54	57.0934	4440
0.0198	1.51903	122.917	57.152	4441
0.0199	1.51903	122.299	57.2132	4442
0.02	1.51903	121.688	57.278	4443
0.019	1.51904	128.091	56.6502	4444
0.0191	1.51904	127.42	56.7041	4445
0.0192	1.51904	126.757	56.7571	4446
0.0193	1.51904	126.1	56.8097	4447
0.0194	1.51904	125.45	56.8647	4448
0.0195	1.51904	124.807	56.9209	4449
0.0196	1.51904	124.17	56.9765	4450
0.0197	1.51904	123.54	57.0329	4451
0.0198	1.51904	122.916	57.0911	4452
0.0199	1.51904	122.299	57.1519	4453
0.02	1.51904	121.688	57.2162	4454
0.019	1.51905	128.091	56.5926	4455
0.0191	1.51905	127.42	56.6463	4456
0.0192	1.51905	126.757	56.6988	4457
0.0193	1.51905	126.1	56.7511	4458
0.0194	1.51905	125.45	56.8058	4459
0.0195	1.51905	124.807	56.8616	4460
0.0196	1.51905	124.17	56.9168	4461
0.0197	1.51905	123.54	56.9729	4462
0.0198	1.51905	122.916	57.0306	4463
0.0199	1.51905	122.299	57.091	4464
0.02	1.51905	121.687	57.1548	4465
0.019	1.51906	128.091	56.5355	4466
0.0191	1.51906	127.42	56.5888	4467
0.0192	1.51906	126.757	56.641	4468
0.0193	1.51906	126.1	56.6929	4469
0.0194	1.51906	125.45	56.7473	4470
0.0195	1.51906	124.807	56.8026	4471
0.0196	1.51906	124.17	56.8575	4472
0.0197	1.51906	123.54	56.9132	4473
0.0198	1.51906	122.916	56.9706	4474
0.0199	1.51906	122.299	57.0305	4475
0.02	1.51906	121.687	57.0939	4476
0.019	1.51907	128.09	56.4787	4477
0.0191	1.51907	127.42	56.5317	4478
0.0192	1.51907	126.756	56.5835	4479
0.0193	1.51907	126.1	56.6351	4480
0.0194	1.51907	125.45	56.6891	4481
0.0195	1.51907	124.807	56.7441	4482
0.0196	1.51907	124.17	56.7987	4483
0.0197	1.51907	123.54	56.8539	4484
0.0198	1.51907	122.916	56.9109	4485
0.0199	1.51907	122.299	56.9703	4486
0.02	1.51907	121.687	57.0335	4487
0.019	1.51908	128.09	56.4224	4488
0.0191	1.51908	127.42	56.475	4489
0.0192	1.51908	126.756	56.5265	4490
0.0193	1.51908	126.1	56.5777	4491
0.0194	1.51908	125.45	56.6314	4492
0.0195	1.51908	124.807	56.6859	4493
0.0196	1.51908	124.17	56.7402	4494
0.0197	1.51908	123.54	56.7951	4495
0.0198	1.51908	122.916	56.8517	4496
0.0199	1.51908	122.298	56.9107	4497
0.02	1.51908	121.687	56.9734	4498
0.019	1.51909	128.09	56.3664	4499
0.0191	1.51909	127.42	56.4186	4500
0.0192	1.51909	126.756	56.4698	4501
0.0193	1.51909	126.1	56.5207	4502
0.0194	1.51909	125.45	56.574	4503
0.0195	1.51909	124.806	56.6282	4504
0.0196	1.51909	124.17	56.6821	4505
0.0197	1.51909	123.54	56.7366	4506
0.0198	1.51909	122.916	56.7928	4507
0.0199	1.51909	122.298	56.8515	4508
0.02	1.51909	121.687	56.9137	4509
0.019	1.5191	128.09	56.3107	4510
0.0191	1.5191	127.42	56.3626	4511
0.0192	1.5191	126.756	56.4135	4512
0.0193	1.5191	126.099	56.464	4513
0.0194	1.5191	125.45	56.5169	4514
0.0195	1.5191	124.806	56.5709	4515
0.0196	1.5191	124.17	56.6243	4516
0.0197	1.5191	123.54	56.6784	4517
0.0198	1.5191	122.916	56.7343	4518
0.0199	1.5191	122.298	56.7927	4519
0.02	1.5191	121.687	56.8544	4520
0.019	1.51911	128.09	56.2554	4521
0.0191	1.51911	127.419	56.3069	4522
0.0192	1.51911	126.756	56.3575	4523
0.0193	1.51911	126.099	56.4078	4524
0.0194	1.51911	125.449	56.4603	4525
0.0195	1.51911	124.806	56.5139	4526
0.0196	1.51911	124.17	56.567	4527
0.0197	1.51911	123.539	56.6208	4528
0.0198	1.51911	122.916	56.6762	4529
0.0199	1.51911	122.298	56.7342	4530
0.02	1.51911	121.687	56.7955	4531
0.019	1.51912	128.09	56.2004	4532
0.0191	1.51912	127.419	56.2517	4533
0.0192	1.51912	126.756	56.3019	4534
0.0193	1.51912	126.099	56.3518	4535
0.0194	1.51912	125.449	56.4041	4536
0.0195	1.51912	124.806	56.4573	4537
0.0196	1.51912	124.169	56.51	4538
0.0197	1.51912	123.539	56.5635	4539
0.0198	1.51912	122.915	56.6186	4540
0.0199	1.51912	122.298	56.6762	4541
0.02	1.51912	121.686	56.737	4542
0.019	1.51913	128.09	56.1458	4543
0.0191	1.51913	127.419	56.1968	4544
0.0192	1.51913	126.756	56.2466	4545
0.0193	1.51913	126.099	56.2963	4546
0.0194	1.51913	125.449	56.3482	4547
0.0195	1.51913	124.806	56.4011	4548
0.0196	1.51913	124.169	56.4535	4549
0.0197	1.51913	123.539	56.5066	4550
0.0198	1.51913	122.915	56.5613	4551
0.0199	1.51913	122.298	56.6185	4552
0.02	1.51913	121.686	56.679	4553
0.019	1.51914	128.09	56.0915	4554
0.0191	1.51914	127.419	56.1422	4555
0.0192	1.51914	126.756	56.1917	4556
0.0193	1.51914	126.099	56.2411	4557
0.0194	1.51914	125.449	56.2926	4558
0.0195	1.51914	124.806	56.3452	4559
0.0196	1.51914	124.169	56.3973	4560
0.0197	1.51914	123.539	56.45	4561
0.0198	1.51914	122.915	56.5044	4562
0.0199	1.51914	122.298	56.5611	4563
0.02	1.51914	121.686	56.6213	4564
0.019	1.51915	128.089	56.0376	4565
0.0191	1.51915	127.419	56.0879	4566
0.0192	1.51915	126.755	56.1372	4567
0.0193	1.51915	126.099	56.1862	4568
0.0194	1.51915	125.449	56.2375	4569
0.0195	1.51915	124.806	56.2896	4570
0.0196	1.51915	124.169	56.3414	4571
0.0197	1.51915	123.539	56.3938	4572
0.0198	1.51915	122.915	56.4479	4573
0.0199	1.51915	122.297	56.5042	4574
0.02	1.51915	121.686	56.564	4575
0.019	1.51916	128.089	55.984	4576
0.0191	1.51916	127.419	56.034	4577
0.0192	1.51916	126.755	56.083	4578
0.0193	1.51916	126.099	56.1316	4579
0.0194	1.51916	125.449	56.1826	4580
0.0195	1.51916	124.806	56.2344	4581
0.0196	1.51916	124.169	56.2859	4582
0.0197	1.51916	123.539	56.338	4583
0.0198	1.51916	122.915	56.3917	4584
0.0199	1.51916	122.297	56.4477	4585
0.02	1.51916	121.686	56.5071	4586
0.019	1.51917	128.089	55.9308	4587
0.0191	1.51917	127.419	55.9804	4588
0.0192	1.51917	126.755	56.0291	4589
0.0193	1.51917	126.098	56.0774	4590
0.0194	1.51917	125.449	56.1281	4591
0.0195	1.51917	124.805	56.1796	4592
0.0196	1.51917	124.169	56.2307	4593
0.0197	1.51917	123.539	56.2825	4594
0.0198	1.51917	122.915	56.3358	4595
0.0199	1.51917	122.297	56.3915	4596
0.02	1.51917	121.686	56.4505	4597
0.019	1.51918	128.089	55.8778	4598
0.0191	1.51918	127.418	55.9271	4599
0.0192	1.51918	126.755	55.9756	4600
0.0193	1.51918	126.098	56.0236	4601
0.0194	1.51918	125.448	56.0739	4602
0.0195	1.51918	124.805	56.1252	4603
0.0196	1.51918	124.169	56.1759	4604
0.0197	1.51918	123.538	56.2273	4605
0.0198	1.51918	122.915	56.2804	4606
0.0199	1.51918	122.297	56.3357	4607
0.02	1.51918	121.686	56.3943	4608
0.019	1.51919	128.089	55.8252	4609
0.0191	1.51919	127.418	55.8743	4610
0.0192	1.51919	126.755	55.9224	4611
0.0193	1.51919	126.098	55.9701	4612
0.0194	1.51919	125.448	56.0201	4613
0.0195	1.51919	124.805	56.071	4614
0.0196	1.51919	124.168	56.1214	4615
0.0197	1.51919	123.538	56.1726	4616
0.0198	1.51919	122.914	56.2252	4617
0.0199	1.51919	122.297	56.2803	4618
0.02	1.51919	121.686	56.3384	4619
0.019	1.5192	128.089	55.7729	4620
0.0191	1.5192	127.418	55.8217	4621
0.0192	1.5192	126.755	55.8694	4622
0.0193	1.5192	126.098	55.917	4623
0.0194	1.5192	125.448	55.9666	4624
0.0195	1.5192	124.805	56.0172	4625
0.0196	1.5192	124.168	56.0673	4626
0.0197	1.5192	123.538	56.1182	4627
0.0198	1.5192	122.914	56.1705	4628
0.0199	1.5192	122.297	56.2251	4629
0.02	1.5192	121.685	56.2829	4630
0.019	1.51921	128.089	55.7209	4631
0.0191	1.51921	127.418	55.7694	4632
0.0192	1.51921	126.755	55.8168	4633
0.0193	1.51921	126.098	55.8641	4634
0.0194	1.51921	125.448	55.9135	4635
0.0195	1.51921	124.805	55.9638	4636
0.0196	1.51921	124.168	56.0136	4637
0.0197	1.51921	123.538	56.0641	4638
0.0198	1.51921	122.914	56.1161	4639
0.0199	1.51921	122.297	56.1704	4640
0.02	1.51921	121.685	56.2278	4641
0.019	1.51922	128.088	55.6692	4642
0.0191	1.51922	127.418	55.7174	4643
0.0192	1.51922	126.754	55.7646	4644
0.0193	1.51922	126.098	55.8116	4645
0.0194	1.51922	125.448	55.8607	4646
0.0195	1.51922	124.805	55.9106	4647
0.0196	1.51922	124.168	55.9602	4648
0.0197	1.51922	123.538	56.0103	4649
0.0198	1.51922	122.914	56.062	4650
0.0199	1.51922	122.297	56.1159	4651
0.02	1.51922	121.685	56.1731	4652
0.019	1.51923	128.088	55.6178	4653
0.0191	1.51923	127.418	55.6658	4654
0.0192	1.51923	126.754	55.7127	4655
0.0193	1.51923	126.098	55.7593	4656
0.0194	1.51923	125.448	55.8081	4657
0.0195	1.51923	124.805	55.8578	4658
0.0196	1.51923	124.168	55.907	4659
0.0197	1.51923	123.538	55.9569	4660
0.0198	1.51923	122.914	56.0083	4661
0.0199	1.51923	122.296	56.0618	4662
0.02	1.51923	121.685	56.1187	4663
0.019	1.51924	128.088	55.5668	4664
0.0191	1.51924	127.418	55.6144	4665
0.0192	1.51924	126.754	55.6611	4666
0.0193	1.51924	126.098	55.7074	4667
0.0194	1.51924	125.448	55.7559	4668
0.0195	1.51924	124.804	55.8052	4669
0.0196	1.51924	124.168	55.8542	4670
0.0197	1.51924	123.538	55.9038	4671
0.0198	1.51924	122.914	55.9548	4672
0.0199	1.51924	122.296	56.0081	4673
0.02	1.51924	121.685	56.0646	4674
0.019	1.51925	128.088	55.516	4675
0.0191	1.51925	127.418	55.5633	4676
0.0192	1.51925	126.754	55.6097	4677
0.0193	1.51925	126.097	55.6558	4678
0.0194	1.51925	125.448	55.704	4679
0.0195	1.51925	124.804	55.7531	4680
0.0196	1.51925	124.168	55.8017	4681
0.0197	1.51925	123.538	55.8509	4682
0.0198	1.51925	122.914	55.9017	4683
0.0199	1.51925	122.296	55.9547	4684
0.02	1.51925	121.685	56.0108	4685
0.019	1.51926	128.088	55.4655	4686
0.0191	1.51926	127.417	55.5126	4687
0.0192	1.51926	126.754	55.5587	4688
0.0193	1.51926	126.097	55.6045	4689
0.0194	1.51926	125.447	55.6524	4690
0.0195	1.51926	124.804	55.7012	4691
0.0196	1.51926	124.168	55.7495	4692
0.0197	1.51926	123.537	55.7985	4693
0.0198	1.51926	122.914	55.8489	4694
0.0199	1.51926	122.296	55.9017	4695
0.02	1.51926	121.685	55.9573	4696
0.019	1.51927	128.088	55.4153	4697
0.0191	1.51927	127.417	55.4621	4698
0.0192	1.51927	126.754	55.508	4699
0.0193	1.51927	126.097	55.5535	4700
0.0194	1.51927	125.447	55.6012	4701
0.0195	1.51927	124.804	55.6497	4702
0.0196	1.51927	124.167	55.6977	4703
0.0197	1.51927	123.537	55.7464	4704
0.0198	1.51927	122.913	55.7965	4705
0.0199	1.51927	122.296	55.8489	4706
0.02	1.51927	121.685	55.9042	4707
0.019	1.51928	128.088	55.3654	4708
0.0191	1.51928	127.417	55.412	4709
0.0192	1.51928	126.754	55.4575	4710
0.0193	1.51928	126.097	55.5028	4711
0.0194	1.51928	125.447	55.5502	4712
0.0195	1.51928	124.804	55.5984	4713
0.0196	1.51928	124.167	55.6462	4714
0.0197	1.51928	123.537	55.6946	4715
0.0198	1.51928	122.913	55.7444	4716
0.0199	1.51928	122.296	55.7964	4717
0.02	1.51928	121.684	55.8514	4718
0.019	1.51929	128.087	55.3158	4719
0.0191	1.51929	127.417	55.3621	4720
0.0192	1.51929	126.753	55.4073	4721
0.0193	1.51929	126.097	55.4524	4722
0.0194	1.51929	125.447	55.4995	4723
0.0195	1.51929	124.804	55.5474	4724
0.0196	1.51929	124.167	55.5949	4725
0.0197	1.51929	123.537	55.6431	4726
0.0198	1.51929	122.913	55.6926	4727
0.0199	1.51929	122.296	55.7443	4728
0.02	1.51929	121.684	55.799	4729
0.019	1.5193	128.087	55.2665	4730
0.0191	1.5193	127.417	55.3125	4731
0.0192	1.5193	126.753	55.3575	4732
0.0193	1.5193	126.097	55.4023	4733
0.0194	1.5193	125.447	55.4491	4734
0.0195	1.5193	124.804	55.4968	4735
0.0196	1.5193	124.167	55.544	4736
0.0197	1.5193	123.537	55.5918	4737
0.0198	1.5193	122.913	55.6411	4738
0.0199	1.5193	122.295	55.6924	4739
0.02	1.5193	121.684	55.7469	4740
0.019	1.51931	128.087	55.2174	4741
0.0191	1.51931	127.417	55.2632	4742
0.0192	1.51931	126.753	55.308	4743
0.0193	1.51931	126.097	55.3525	4744
0.0194	1.51931	125.447	55.399	4745
0.0195	1.51931	124.804	55.4464	4746
0.0196	1.51931	124.167	55.4934	4747
0.0197	1.51931	123.537	55.5409	4748
0.0198	1.51931	122.913	55.5899	4749
0.0199	1.51931	122.295	55.6409	4750
0.02	1.51931	121.684	55.695	4751
0.019	1.51932	128.087	55.1687	4752
0.0191	1.51932	127.417	55.2141	4753
0.0192	1.51932	126.753	55.2587	4754
0.0193	1.51932	126.096	55.3029	4755
0.0194	1.51932	125.447	55.3492	4756
0.0195	1.51932	124.803	55.3963	4757
0.0196	1.51932	124.167	55.443	4758
0.0197	1.51932	123.537	55.4902	4759
0.0198	1.51932	122.913	55.539	4760
0.0199	1.51932	122.295	55.5898	4761
0.02	1.51932	121.684	55.6435	4762
0.019	1.51933	128.087	55.1202	4763
0.0191	1.51933	127.416	55.1654	4764
0.0192	1.51933	126.753	55.2097	4765
0.0193	1.51933	126.096	55.2537	4766
0.0194	1.51933	125.446	55.2997	4767
0.0195	1.51933	124.803	55.3465	4768
0.0196	1.51933	124.167	55.3929	4769
0.0197	1.51933	123.536	55.4399	4770
0.0198	1.51933	122.913	55.4883	4771
0.0199	1.51933	122.295	55.5389	4772
0.02	1.51933	121.684	55.5923	4773
0.019	1.51934	128.087	55.0719	4774
0.0191	1.51934	127.416	55.1169	4775
0.0192	1.51934	126.753	55.1609	4776
0.0193	1.51934	126.096	55.2047	4777
0.0194	1.51934	125.446	55.2505	4778
0.0195	1.51934	124.803	55.297	4779
0.0196	1.51934	124.166	55.3431	4780
0.0197	1.51934	123.536	55.3899	4781
0.0198	1.51934	122.913	55.438	4782
0.0199	1.51934	122.295	55.4882	4783
0.02	1.51934	121.684	55.5413	4784
0.019	1.51935	128.087	55.0239	4785
0.0191	1.51935	127.416	55.0687	4786
0.0192	1.51935	126.753	55.1125	4787
0.0193	1.51935	126.096	55.156	4788
0.0194	1.51935	125.446	55.2015	4789
0.0195	1.51935	124.803	55.2478	4790
0.0196	1.51935	124.166	55.2937	4791
0.0197	1.51935	123.536	55.3402	4792
0.0198	1.51935	122.912	55.388	4793
0.0199	1.51935	122.295	55.4379	4794
0.02	1.51935	121.683	55.4907	4795
0.019	1.51936	128.086	54.9762	4796
0.0191	1.51936	127.416	55.0207	4797
0.0192	1.51936	126.753	55.0642	4798
0.0193	1.51936	126.096	55.1076	4799
0.0194	1.51936	125.446	55.1528	4800
0.0195	1.51936	124.803	55.1989	4801
0.0196	1.51936	124.166	55.2445	4802
0.0197	1.51936	123.536	55.2907	4803
0.0198	1.51936	122.912	55.3383	4804
0.0199	1.51936	122.295	55.3879	4805
0.02	1.51936	121.683	55.4404	4806
0.019	1.51937	128.086	54.9288	4807
0.0191	1.51937	127.416	54.9731	4808
0.0192	1.51937	126.752	55.0163	4809
0.0193	1.51937	126.096	55.0594	4810
0.0194	1.51937	125.446	55.1044	4811
0.0195	1.51937	124.803	55.1502	4812
0.0196	1.51937	124.166	55.1956	4813
0.0197	1.51937	123.536	55.2415	4814
0.0198	1.51937	122.912	55.2888	4815
0.0199	1.51937	122.295	55.3381	4816
0.02	1.51937	121.683	55.3904	4817
0.019	1.51938	128.086	54.8816	4818
0.0191	1.51938	127.416	54.9256	4819
0.0192	1.51938	126.752	54.9687	4820
0.0193	1.51938	126.096	55.0115	4821
0.0194	1.51938	125.446	55.0563	4822
0.0195	1.51938	124.803	55.1018	4823
0.0196	1.51938	124.166	55.1469	4824
0.0197	1.51938	123.536	55.1926	4825
0.0198	1.51938	122.912	55.2396	4826
0.0199	1.51938	122.294	55.2887	4827
0.02	1.51938	121.683	55.3406	4828
0.019	1.51939	128.086	54.8347	4829
0.0191	1.51939	127.416	54.8784	4830
0.0192	1.51939	126.752	54.9213	4831
0.0193	1.51939	126.096	54.9638	4832
0.0194	1.51939	125.446	55.0084	4833
0.0195	1.51939	124.802	55.0536	4834
0.0196	1.51939	124.166	55.0985	4835
0.0197	1.51939	123.536	55.1439	4836
0.0198	1.51939	122.912	55.1907	4837
0.0199	1.51939	122.294	55.2395	4838
0.02	1.51939	121.683	55.2911	4839
0.019	1.5194	128.086	54.788	4840
0.0191	1.5194	127.415	54.8315	4841
0.0192	1.5194	126.752	54.8742	4842
0.0193	1.5194	126.095	54.9165	4843
0.0194	1.5194	125.446	54.9607	4844
0.0195	1.5194	124.802	55.0058	4845
0.0196	1.5194	124.166	55.0504	4846
0.0197	1.5194	123.536	55.0955	4847
0.0198	1.5194	122.912	55.1421	4848
0.0199	1.5194	122.294	55.1906	4849
0.02	1.5194	121.683	55.2419	4850
0.019	1.51941	128.086	54.7416	4851
0.0191	1.51941	127.415	54.7849	4852
0.0192	1.51941	126.752	54.8273	4853
0.0193	1.51941	126.095	54.8694	4854
0.0194	1.51941	125.445	54.9134	4855
0.0195	1.51941	124.802	54.9582	4856
0.0196	1.51941	124.166	55.0025	4857
0.0197	1.51941	123.535	55.0475	4858
0.0198	1.51941	122.912	55.0937	4859
0.0199	1.51941	122.294	55.142	4860
0.02	1.51941	121.683	55.193	4861
0.019	1.51942	128.086	54.6954	4862
0.0191	1.51942	127.415	54.7385	4863
0.0192	1.51942	126.752	54.7806	4864
0.0193	1.51942	126.095	54.8225	4865
0.0194	1.51942	125.445	54.8663	4866
0.0195	1.51942	124.802	54.9109	4867
0.0196	1.51942	124.165	54.9549	4868
0.0197	1.51942	123.535	54.9996	4869
0.0198	1.51942	122.911	55.0456	4870
0.0199	1.51942	122.294	55.0936	4871
0.02	1.51942	121.683	55.1444	4872
0.019	1.51943	128.086	54.6494	4873
0.0191	1.51943	127.415	54.6923	4874
0.0192	1.51943	126.752	54.7342	4875
0.0193	1.51943	126.095	54.7759	4876
0.0194	1.51943	125.445	54.8195	4877
0.0195	1.51943	124.802	54.8638	4878
0.0196	1.51943	124.165	54.9076	4879
0.0197	1.51943	123.535	54.9521	4880
0.0198	1.51943	122.911	54.9978	4881
